BillNo;Itemname;Quantity;Date;Price;CustomerID;Country
541206;ROSE COTTAGE KEEPSAKE BOX;32;14.01.2011 12:24;8,5;14646,0;Netherlands
541206;MEMO BOARD COTTAGE DESIGN;24;14.01.2011 12:24;4,25;14646,0;Netherlands
541206;MEMO BOARD RETROSPOT  DESIGN;32;14.01.2011 12:24;4,25;14646,0;Netherlands
541206;WALL TIDY RETROSPOT;20;14.01.2011 12:24;0,85;14646,0;Netherlands
541206;SET OF 3 NOTEBOOKS IN PARCEL;96;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;RED GINGHAM ROSE JEWELLERY BOX;96;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;SET/3 RED GINGHAM ROSE STORAGE BOX;72;14.01.2011 12:24;3,39;14646,0;Netherlands
541206;SET3 BOOK BOX GREEN GINGHAM FLOWER;64;14.01.2011 12:24;3,75;14646,0;Netherlands
541206;FAIRY TALE COTTAGE NIGHTLIGHT;96;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;RED TOADSTOOL LED NIGHT LIGHT;288;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;RED RETROSPOT MINI CASES;72;14.01.2011 12:24;6,35;14646,0;Netherlands
541206;PACK OF 12 TRADITIONAL CRAYONS;288;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;PACK OF 12 COLOURED PENCILS;144;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;JAM MAKING SET WITH JARS;48;14.01.2011 12:24;3,75;14646,0;Netherlands
541206;JAM MAKING SET PRINTED;192;14.01.2011 12:24;1,25;14646,0;Netherlands
541206;JAM JAR WITH PINK LID;48;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;JAM JAR WITH GREEN LID;48;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;RECIPE BOX PANTRY YELLOW DESIGN;24;14.01.2011 12:24;2,55;14646,0;Netherlands
541206;PACK OF 12 WOODLAND TISSUES;144;14.01.2011 12:24;0,29;14646,0;Netherlands
541206;COWBOYS AND INDIANS BIRTHDAY CARD;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;ELEPHANT, BIRTHDAY CARD,;144;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;SPACEBOY BIRTHDAY CARD;144;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;CARD BIRTHDAY COWBOY;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;RAINY LADIES BIRTHDAY CARD;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;CARD WEDDING DAY;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;PENNY FARTHING BIRTHDAY CARD;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;VINTAGE CARAVAN GREETING CARD;72;14.01.2011 12:24;0,36;14646,0;Netherlands
541206;EASTER TIN BUCKET;64;14.01.2011 12:24;2,1;14646,0;Netherlands
541206;PACK OF 72 RETROSPOT CAKE CASES;120;14.01.2011 12:24;0,42;14646,0;Netherlands
541206;PACK OF 60 SPACEBOY CAKE CASES;120;14.01.2011 12:24;0,42;14646,0;Netherlands
541206;60 CAKE CASES DOLLY GIRL DESIGN;120;14.01.2011 12:24;0,42;14646,0;Netherlands
541206;PACK OF 60 MUSHROOM CAKE CASES;240;14.01.2011 12:24;0,42;14646,0;Netherlands
541206;72 SWEETHEART FAIRY CAKE CASES;120;14.01.2011 12:24;0,42;14646,0;Netherlands
541206;36 FOIL HEART CAKE CASES;144;14.01.2011 12:24;1,85;14646,0;Netherlands
541206;SET OF 72 RETROSPOT PAPER  DOILIES;96;14.01.2011 12:24;1,25;14646,0;Netherlands
541206;36 FOIL STAR CAKE CASES;48;14.01.2011 12:24;1,85;14646,0;Netherlands
541206;SET/20 RED RETROSPOT PAPER NAPKINS;96;14.01.2011 12:24;0,64;14646,0;Netherlands
541206;RETROSPOT PARTY BAG + STICKER SET;96;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;WOODLAND PARTY BAG + STICKER SET;144;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;PACK OF 20 SPACEBOY NAPKINS;96;14.01.2011 12:24;0,64;14646,0;Netherlands
541206;PACK OF 20 NAPKINS RED APPLES;192;14.01.2011 12:24;0,64;14646,0;Netherlands
541206;SET/20 STRAWBERRY PAPER NAPKINS;96;14.01.2011 12:24;0,64;14646,0;Netherlands
541206;SET/10 BLUE POLKADOT PARTY CANDLES;288;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;PAPER BUNTING RETROSPOT;40;14.01.2011 12:24;2,55;14646,0;Netherlands
541206;WOODLAND CHARLOTTE BAG;100;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;CHARLOTTE BAG PINK POLKADOT;100;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;CHARLOTTE BAG DOLLY GIRL DESIGN;100;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;RED RETROSPOT CHARLOTTE BAG;200;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;CHARLOTTE BAG SUKI DESIGN;100;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;LUNCH BAG RED RETROSPOT;100;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;JUMBO STORAGE BAG SUKI;100;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;RED RETROSPOT SHOPPER BAG;100;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;RED 3 PIECE RETROSPOT CUTLERY SET;72;14.01.2011 12:24;3,39;14646,0;Netherlands
541206;MAGNETS PACK OF 4 CHILDHOOD MEMORY;108;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;RETROSPOT CHILDRENS APRON;60;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;CHILDRENS APRON APPLES DESIGN;100;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;CHILDREN'S APRON DOLLY GIRL;50;14.01.2011 12:24;1,85;14646,0;Netherlands
541206;CHILDRENS APRON SPACEBOY DESIGN;100;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;ROUND SNACK BOXES SET OF4 WOODLAND;144;14.01.2011 12:24;2,55;14646,0;Netherlands
541206;DOLLY GIRL LUNCH BOX;64;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;SPACEBOY LUNCH BOX;128;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;RED RETROSPOT ROUND CAKE TINS;12;14.01.2011 12:24;8,95;14646,0;Netherlands
541206;RED SPOTTY BISCUIT TIN;96;14.01.2011 12:24;3,25;14646,0;Netherlands
541206;RECIPE BOX RETROSPOT;24;14.01.2011 12:24;2,55;14646,0;Netherlands
541206;OVEN MITT APPLES DESIGN;50;14.01.2011 12:24;1,25;14646,0;Netherlands
541206;CLOTHES PEGS RETROSPOT PACK 24;144;14.01.2011 12:24;1,25;14646,0;Netherlands
541206;RED RETROSPOT CUP;96;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;BLUE POLKADOT CUP;96;14.01.2011 12:24;0,72;14646,0;Netherlands
541206;PARTY PIZZA DISH BLUE POLKADOT;24;14.01.2011 12:24;0,21;14646,0;Netherlands
541206;RED RETROSPOT BOWL;72;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;BLUE POLKADOT BOWL;72;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;BLUE STRIPE CERAMIC DRAWER KNOB;96;14.01.2011 12:24;1,06;14646,0;Netherlands
541206;5 HOOK HANGER RED MAGIC TOADSTOOL;288;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;GUMBALL COAT RACK;72;14.01.2011 12:24;2,1;14646,0;Netherlands
541206;TRAVEL SEWING KIT;50;14.01.2011 12:24;1,65;14646,0;Netherlands
541206;PLASTERS IN TIN VINTAGE PAISLEY;96;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;PLASTERS IN TIN SPACEBOY;192;14.01.2011 12:24;1,45;14646,0;Netherlands
541206;PLASTERS IN TIN WOODLAND ANIMALS;288;14.01.2011 12:24;1,45;14646,0;Netherlands
541224;SPACE FROG;10;14.01.2011 14:45;1,25;12474,0;Germany
541224;RED  HARMONICA IN BOX;12;14.01.2011 14:45;1,25;12474,0;Germany
541224;ROUND SNACK BOXES SET OF4 WOODLAND;6;14.01.2011 14:45;2,95;12474,0;Germany
541224;ROUND SNACK BOXES SET OF 4 FRUITS;12;14.01.2011 14:45;2,95;12474,0;Germany
541224;CHILDS BREAKFAST SET CIRCUS PARADE;4;14.01.2011 14:45;8,5;12474,0;Germany
541224;PINK BABY BUNTING;5;14.01.2011 14:45;2,95;12474,0;Germany
541224;RED BABY BUNTING;5;14.01.2011 14:45;2,95;12474,0;Germany
541224;SMALL RED RETROSPOT WINDMILL;12;14.01.2011 14:45;1,25;12474,0;Germany
541224;WHITE WOOD GARDEN PLANT LADDER;1;14.01.2011 14:45;9,95;12474,0;Germany
541224;RETROSPOT TEA SET CERAMIC 11 PC;3;14.01.2011 14:45;4,95;12474,0;Germany
541224;POSTAGE;1;14.01.2011 14:45;18,0;12474,0;Germany
541267;CERAMIC BOWL WITH STRAWBERRY DESIGN;6;17.01.2011 10:37;2,95;12779,0;Poland
541267;IVORY KITCHEN SCALES;2;17.01.2011 10:37;8,5;12779,0;Poland
541267;BLACK KITCHEN SCALES;2;17.01.2011 10:37;8,5;12779,0;Poland
541267;VINTAGE CREAM CAT FOOD CONTAINER;2;17.01.2011 10:37;6,35;12779,0;Poland
541267;VICTORIAN GLASS HANGING T-LIGHT;12;17.01.2011 10:37;1,25;12779,0;Poland
541267;CERAMIC CAKE BOWL + HANGING CAKES;6;17.01.2011 10:37;2,95;12779,0;Poland
541267;GINGHAM BABUSHKA DOORSTOP;8;17.01.2011 10:37;1,25;12779,0;Poland
541267;LARGE HEART MEASURING SPOONS;12;17.01.2011 10:37;1,65;12779,0;Poland
541267;CABIN BAG VINTAGE PAISLEY;3;17.01.2011 10:37;12,75;12779,0;Poland
541267;WHITE HAND TOWEL WITH BUTTERFLY;20;17.01.2011 10:37;1,25;12779,0;Poland
541267;HAND TOWEL PINK FLOWER AND DAISY;10;17.01.2011 10:37;1,25;12779,0;Poland
541267;METAL SIGN CUPCAKE SINGLE HOOK;20;17.01.2011 10:37;0,42;12779,0;Poland
541267;SET 3 WICKER STORAGE BASKETS;8;17.01.2011 10:37;9,95;12779,0;Poland
541267;SET 3 WICKER OVAL BASKETS W LIDS;8;17.01.2011 10:37;7,95;12779,0;Poland
541267;SMALL PINK GLASS SUNDAE DISH;36;17.01.2011 10:37;0,42;12779,0;Poland
541267;LARGE PINK GLASS SUNDAE DISH;16;17.01.2011 10:37;0,75;12779,0;Poland
541267;LARGE CAKE TOWEL PINK SPOTS;24;17.01.2011 10:37;1,95;12779,0;Poland
541267;SET OF 3 CAKE TINS PANTRY DESIGN;3;17.01.2011 10:37;4,95;12779,0;Poland
541267;SET OF 6 SPICE TINS PANTRY DESIGN;4;17.01.2011 10:37;3,95;12779,0;Poland
541267;RECIPE BOX PANTRY YELLOW DESIGN;12;17.01.2011 10:37;2,95;12779,0;Poland
541267;JAM MAKING SET PRINTED;36;17.01.2011 10:37;1,45;12779,0;Poland
541267;HOMEMADE JAM SCENTED CANDLES;12;17.01.2011 10:37;1,45;12779,0;Poland
541267;CERAMIC STRAWBERRY CAKE MONEY BANK;12;17.01.2011 10:37;1,45;12779,0;Poland
541267;3 HOOK PHOTO SHELF ANTIQUE WHITE;2;17.01.2011 10:37;8,5;12779,0;Poland
541267;STRAWBERRY CERAMIC TRINKET BOX;12;17.01.2011 10:37;1,25;12779,0;Poland
541269;ROUND SNACK BOXES SET OF 4 FRUITS;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;PICNIC BOXES SET OF 3 RETROSPOT;4;17.01.2011 11:01;4,95;12626,0;Germany
541269;DOLLY GIRL LUNCH BOX;12;17.01.2011 11:01;1,95;12626,0;Germany
541269;PHOTO CUBE;12;17.01.2011 11:01;1,65;12626,0;Germany
541269;5 HOOK HANGER RED MAGIC TOADSTOOL;12;17.01.2011 11:01;1,65;12626,0;Germany
541269;CHILDS BREAKFAST SET DOLLY GIRL;2;17.01.2011 11:01;9,95;12626,0;Germany
541269;FAIRY CAKE BIRTHDAY CANDLE SET;4;17.01.2011 11:01;3,75;12626,0;Germany
541269;HOMEMADE JAM SCENTED CANDLES;12;17.01.2011 11:01;1,45;12626,0;Germany
541269;PIN CUSHION BABUSHKA BLUE;6;17.01.2011 11:01;3,35;12626,0;Germany
541269;SEWING BOX RETROSPOT DESIGN;4;17.01.2011 11:01;14,95;12626,0;Germany
541269;MEASURING TAPE BABUSHKA BLUE;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;JAM MAKING SET WITH JARS;6;17.01.2011 11:01;4,25;12626,0;Germany
541269;CHILDRENS APRON SPACEBOY DESIGN;8;17.01.2011 11:01;1,95;12626,0;Germany
541269;SET/6 FRUIT SALAD PAPER CUPS;12;17.01.2011 11:01;0,65;12626,0;Germany
541269;SET/6 FRUIT SALAD  PAPER PLATES;12;17.01.2011 11:01;0,85;12626,0;Germany
541269;TABLECLOTH RED APPLES DESIGN;2;17.01.2011 11:01;8,5;12626,0;Germany
541269;PLASTERS IN TIN SPACEBOY;12;17.01.2011 11:01;1,65;12626,0;Germany
541269;WALL TIDY RETROSPOT;20;17.01.2011 11:01;0,85;12626,0;Germany
541269;NURSE'S BAG SOFT TOY;2;17.01.2011 11:01;8,95;12626,0;Germany
541269;TOOL BOX SOFT TOY;2;17.01.2011 11:01;8,95;12626,0;Germany
541269;MR ROBOT SOFT TOY;8;17.01.2011 11:01;1,95;12626,0;Germany
541269;MRS ROBOT SOFT TOY;8;17.01.2011 11:01;1,95;12626,0;Germany
541269;BLUE OWL SOFT TOY;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;TRADITIONAL WOODEN SKIPPING ROPE;12;17.01.2011 11:01;1,25;12626,0;Germany
541269;S/6 WOODEN SKITTLES IN COTTON BAG;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;WOODEN BOX OF DOMINOES;12;17.01.2011 11:01;1,25;12626,0;Germany
541269;GINGHAM BABUSHKA DOORSTOP;8;17.01.2011 11:01;1,25;12626,0;Germany
541269;3 PIECE SPACEBOY COOKIE CUTTER SET;6;17.01.2011 11:01;2,1;12626,0;Germany
541269;BAKING SET SPACEBOY DESIGN;3;17.01.2011 11:01;4,95;12626,0;Germany
541269;CABIN BAG VINTAGE RETROSPOT;3;17.01.2011 11:01;12,75;12626,0;Germany
541269;SILK PURSE BABUSHKA PINK;6;17.01.2011 11:01;3,35;12626,0;Germany
541269;RED RETROSPOT PURSE;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;SILK PURSE BABUSHKA BLUE;6;17.01.2011 11:01;3,35;12626,0;Germany
541269;FAWN BLUE HOT WATER BOTTLE;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;RETROSPOT BABUSHKA DOORSTOP;8;17.01.2011 11:01;1,25;12626,0;Germany
541269;CHILDRENS APRON APPLES DESIGN;8;17.01.2011 11:01;1,95;12626,0;Germany
541269;COFFEE MUG APPLES DESIGN;6;17.01.2011 11:01;2,55;12626,0;Germany
541269;PACK OF 20 NAPKINS RED APPLES;12;17.01.2011 11:01;0,85;12626,0;Germany
541269;ROUND SNACK BOXES SET OF4 WOODLAND;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;PLASTERS IN TIN WOODLAND ANIMALS;12;17.01.2011 11:01;1,65;12626,0;Germany
541269;WOODLAND  HEIGHT CHART STICKERS;6;17.01.2011 11:01;2,95;12626,0;Germany
541269;SET/20 RED RETROSPOT PAPER NAPKINS;12;17.01.2011 11:01;0,85;12626,0;Germany
541269;SET/6 RED SPOTTY PAPER CUPS;12;17.01.2011 11:01;0,65;12626,0;Germany
541269;SET/6 RED SPOTTY PAPER PLATES;12;17.01.2011 11:01;0,85;12626,0;Germany
541269;RETROSPOT CHILDRENS APRON;8;17.01.2011 11:01;1,95;12626,0;Germany
541269;RETROSPOT LAMP;5;17.01.2011 11:01;9,95;12626,0;Germany
541269;RETROSPOT TEA SET CERAMIC 11 PC;3;17.01.2011 11:01;4,95;12626,0;Germany
541269;ROUND CONTAINER SET OF 5 RETROSPOT;12;17.01.2011 11:01;1,65;12626,0;Germany
541269;LUNCH BOX WITH CUTLERY RETROSPOT;6;17.01.2011 11:01;2,55;12626,0;Germany
541269;BIRD DECORATION RED RETROSPOT;12;17.01.2011 11:01;0,85;12626,0;Germany
541269;BAKING SET 9 PIECE RETROSPOT;6;17.01.2011 11:01;4,95;12626,0;Germany
541269;STRAWBERRY LUNCH BOX WITH CUTLERY;6;17.01.2011 11:01;2,55;12626,0;Germany
541269;POSTAGE;8;17.01.2011 11:01;18,0;12626,0;Germany
541277;INFLATABLE POLITICAL GLOBE;1;17.01.2011 11:46;0,85;12673,0;Germany
541277;BAKING MOULD HEART WHITE CHOCOLATE;1;17.01.2011 11:46;2,55;12673,0;Germany
541277;EIGHT PIECE DINOSAUR SET;10;17.01.2011 11:46;1,25;12673,0;Germany
541277;RECYCLED PENCIL WITH RABBIT ERASER;30;17.01.2011 11:46;0,21;12673,0;Germany
541277;12 PENCILS SMALL TUBE RED RETROSPOT;10;17.01.2011 11:46;0,65;12673,0;Germany
541277;12 PENCILS SMALL TUBE SKULL;10;17.01.2011 11:46;0,65;12673,0;Germany
541277;FEATHER PEN,HOT PINK;12;17.01.2011 11:46;0,85;12673,0;Germany
541277;FEATHER PEN,LIGHT PINK;12;17.01.2011 11:46;0,85;12673,0;Germany
541277;BLUE PARTY BAGS;4;17.01.2011 11:46;2,1;12673,0;Germany
541277;PINK PARTY BAGS;4;17.01.2011 11:46;2,1;12673,0;Germany
541277;MONSTERS STENCIL CRAFT;6;17.01.2011 11:46;1,25;12673,0;Germany
541277;HAPPY STENCIL CRAFT;6;17.01.2011 11:46;1,25;12673,0;Germany
541277;BLUE HAPPY BIRTHDAY BUNTING;1;17.01.2011 11:46;5,45;12673,0;Germany
541277;PINK HAPPY BIRTHDAY BUNTING;1;17.01.2011 11:46;5,45;12673,0;Germany
541277;CHILDS GARDEN RAKE BLUE;1;17.01.2011 11:46;2,1;12673,0;Germany
541277;SET OF 6 SOLDIER SKITTLES;4;17.01.2011 11:46;3,75;12673,0;Germany
541277;PARTY CONES CANDY ASSORTED;24;17.01.2011 11:46;1,25;12673,0;Germany
541277;4 TRADITIONAL SPINNING TOPS;8;17.01.2011 11:46;1,25;12673,0;Germany
541277;3 PIECE SPACEBOY COOKIE CUTTER SET;12;17.01.2011 11:46;2,1;12673,0;Germany
541277;SMALL POPCORN HOLDER;10;17.01.2011 11:46;0,85;12673,0;Germany
541277;DOORMAT UNION JACK GUNS AND ROSES;1;17.01.2011 11:46;7,95;12673,0;Germany
541277;DOORMAT WELCOME TO OUR HOME;2;17.01.2011 11:46;7,95;12673,0;Germany
541277;DOORMAT WELCOME PUPPIES;1;17.01.2011 11:46;7,95;12673,0;Germany
541405;CHILDS BREAKFAST SET CIRCUS PARADE;8;17.01.2011 15:17;7,65;12683,0;France
541405;SET OF 20 KIDS COOKIE CUTTERS;12;17.01.2011 15:17;2,1;12683,0;France
541405;OVEN MITT APPLES DESIGN;10;17.01.2011 15:17;1,45;12683,0;France
541405;SET/2 RED RETROSPOT TEA TOWELS;6;17.01.2011 15:17;2,95;12683,0;France
541405;SET OF 2 TEA TOWELS APPLE AND PEARS;12;17.01.2011 15:17;2,95;12683,0;France
541405;BOX OF 24 COCKTAIL PARASOLS;25;17.01.2011 15:17;0,42;12683,0;France
541405;SPACEBOY LUNCH BOX;12;17.01.2011 15:17;1,95;12683,0;France
541405;WRAP RED APPLES;25;17.01.2011 15:17;0,42;12683,0;France
541405;COFFEE MUG PEARS  DESIGN;12;17.01.2011 15:17;2,55;12683,0;France
541405;COFFEE MUG APPLES DESIGN;12;17.01.2011 15:17;2,55;12683,0;France
541405;APPLE BATH SPONGE;10;17.01.2011 15:17;1,25;12683,0;France
541405;WRAP GREEN PEARS;25;17.01.2011 15:17;0,42;12683,0;France
541405;CIRCUS PARADE LUNCH BOX;12;17.01.2011 15:17;1,95;12683,0;France
541405;SANDWICH BATH SPONGE;10;17.01.2011 15:17;1,25;12683,0;France
541405;ROBOT BIRTHDAY CARD;12;17.01.2011 15:17;0,42;12683,0;France
541405;PARTY INVITES WOODLAND;12;17.01.2011 15:17;0,85;12683,0;France
541405;CANDY SHOP  STICKER SHEET;12;17.01.2011 15:17;0,85;12683,0;France
541405;REGENCY CAKESTAND 3 TIER;16;17.01.2011 15:17;10,95;12683,0;France
541405;RED RETROSPOT CAKE STAND;8;17.01.2011 15:17;10,95;12683,0;France
541405;POSTAGE;5;17.01.2011 15:17;18,0;12683,0;France
541405;ROUND SNACK BOXES SET OF 4 FRUITS;12;17.01.2011 15:17;2,95;12683,0;France
541430;BAKING SET 9 PIECE RETROSPOT;24;18.01.2011 09:50;4,25;12356,0;Portugal
541430;WHITE HEART CONFETTI IN TUBE;48;18.01.2011 09:50;0,42;12356,0;Portugal
541430;LAVENDER SCENTED FABRIC HEART;40;18.01.2011 09:50;1,25;12356,0;Portugal
541430;PINK  HEART CONFETTI IN TUBE;48;18.01.2011 09:50;0,42;12356,0;Portugal
541430;SWEETHEART CERAMIC TRINKET BOX;72;18.01.2011 09:50;1,06;12356,0;Portugal
541430;LARGE CAKE STAND HANGING HEARTS;12;18.01.2011 09:50;8,5;12356,0;Portugal
541430;CERAMIC BOWL WITH LOVE HEART DESIGN;24;18.01.2011 09:50;2,95;12356,0;Portugal
541430;LOVE HEART TRINKET POT;24;18.01.2011 09:50;1,45;12356,0;Portugal
541430;RED LOVE HEART SHAPE CUP;48;18.01.2011 09:50;0,85;12356,0;Portugal
541430;FOOD CONTAINER SET 3 LOVE HEART;24;18.01.2011 09:50;1,95;12356,0;Portugal
541430;LARGE HEART MEASURING SPOONS;12;18.01.2011 09:50;1,65;12356,0;Portugal
541430;SET OF 9 HEART SHAPED BALLOONS;60;18.01.2011 09:50;1,25;12356,0;Portugal
541430;BAKING MOULD CHOCOLATE CUPCAKES;24;18.01.2011 09:50;2,55;12356,0;Portugal
541430;SET OF 3 HEART COOKIE CUTTERS;48;18.01.2011 09:50;1,25;12356,0;Portugal
541430;PACK 6 HEART/ICE-CREAM PATCHES;24;18.01.2011 09:50;1,25;12356,0;Portugal
541430;72 SWEETHEART FAIRY CAKE CASES;120;18.01.2011 09:50;0,42;12356,0;Portugal
541430;S/4 VALENTINE DECOUPAGE HEART BOX;24;18.01.2011 09:50;1,25;12356,0;Portugal
541430;MINI CAKE STAND  HANGING STRAWBERY;32;18.01.2011 09:50;1,45;12356,0;Portugal
541430;CERAMIC STRAWBERRY DESIGN MUG;48;18.01.2011 09:50;1,25;12356,0;Portugal
541430;STRAWBERRY FAIRY CAKE TEAPOT;24;18.01.2011 09:50;4,25;12356,0;Portugal
541430;CERAMIC STRAWBERRY CAKE MONEY BANK;12;18.01.2011 09:50;1,45;12356,0;Portugal
541430;CERAMIC CAKE DESIGN SPOTTED MUG;48;18.01.2011 09:50;1,25;12356,0;Portugal
541430;CERAMIC CAKE BOWL + HANGING CAKES;18;18.01.2011 09:50;2,55;12356,0;Portugal
541430;TEA TIME TEAPOT IN GIFT BOX;12;18.01.2011 09:50;8,49;12356,0;Portugal
541430;TEA TIME TEA SET IN GIFT BOX;12;18.01.2011 09:50;6,95;12356,0;Portugal
541430;60 TEATIME FAIRY CAKE CASES;120;18.01.2011 09:50;0,42;12356,0;Portugal
541430;SET OF 36 TEATIME PAPER DOILIES;24;18.01.2011 09:50;1,45;12356,0;Portugal
541430;FAIRY CAKES NOTEBOOK A6 SIZE;32;18.01.2011 09:50;0,65;12356,0;Portugal
541430;REGENCY CAKESTAND 3 TIER;16;18.01.2011 09:50;10,95;12356,0;Portugal
541430;SET OF 20 KIDS COOKIE CUTTERS;36;18.01.2011 09:50;2,1;12356,0;Portugal
541430;SET OF 3 BUTTERFLY COOKIE CUTTERS;24;18.01.2011 09:50;1,25;12356,0;Portugal
541430;60 CAKE CASES DOLLY GIRL DESIGN;24;18.01.2011 09:50;0,55;12356,0;Portugal
541430;PACK OF 72 SKULL CAKE CASES;24;18.01.2011 09:50;0,55;12356,0;Portugal
541430;RED RETROSPOT TRADITIONAL TEAPOT;12;18.01.2011 09:50;6,95;12356,0;Portugal
541430;RED RETROSPOT CAKE STAND;4;18.01.2011 09:50;10,95;12356,0;Portugal
541430;POSTAGE;18;18.01.2011 09:50;18,0;12356,0;Portugal
541480;WOODLAND  HEIGHT CHART STICKERS;6;18.01.2011 12:05;2,95;12527,0;Germany
541480;DINOSAUR HEIGHT CHART STICKER SET;6;18.01.2011 12:05;2,95;12527,0;Germany
541480;CHARLOTTE BAG PINK POLKADOT;10;18.01.2011 12:05;0,85;12527,0;Germany
541480;CHARLOTTE BAG DOLLY GIRL DESIGN;10;18.01.2011 12:05;0,85;12527,0;Germany
541480;RED RETROSPOT CHARLOTTE BAG;10;18.01.2011 12:05;0,85;12527,0;Germany
541480;WOODLAND CHARLOTTE BAG;10;18.01.2011 12:05;0,85;12527,0;Germany
541480;SET/10 RED POLKADOT PARTY CANDLES;24;18.01.2011 12:05;1,25;12527,0;Germany
541480;FUNKY MONKEY GIFT BAG MEDIUM;24;18.01.2011 12:05;0,42;12527,0;Germany
541480;FAWN AND MUSHROOM GREETING CARD;12;18.01.2011 12:05;0,42;12527,0;Germany
541480;POSTAGE;1;18.01.2011 12:05;18,0;12527,0;Germany
541491;TRAVEL SEWING KIT;20;18.01.2011 14:04;1,65;12510,0;Spain
541491;EMERGENCY FIRST AID TIN;12;18.01.2011 14:04;1,25;12510,0;Spain
541491;BLACK RECORD COVER FRAME;8;18.01.2011 14:04;3,75;12510,0;Spain
541491;RED RETROSPOT MINI CASES;12;18.01.2011 14:04;6,35;12510,0;Spain
541491;RETRO COFFEE MUGS ASSORTED;24;18.01.2011 14:04;1,25;12510,0;Spain
541491;INFLATABLE POLITICAL GLOBE;24;18.01.2011 14:04;0,85;12510,0;Spain
541491;CHILDREN'S SPACEBOY MUG;12;18.01.2011 14:04;1,65;12510,0;Spain
541491;BLUE HARMONICA IN BOX;12;18.01.2011 14:04;1,25;12510,0;Spain
541491;RED  HARMONICA IN BOX;12;18.01.2011 14:04;1,25;12510,0;Spain
541491;ASSORTED COLOUR MINI CASES;12;18.01.2011 14:04;6,35;12510,0;Spain
541491;CHARLOTTE BAG SUKI DESIGN;10;18.01.2011 14:04;0,85;12510,0;Spain
541491;CHARLOTTE BAG DOLLY GIRL DESIGN;10;18.01.2011 14:04;0,85;12510,0;Spain
541491;WOODLAND CHARLOTTE BAG;10;18.01.2011 14:04;0,85;12510,0;Spain
541491;SUKI  SHOULDER BAG;10;18.01.2011 14:04;1,65;12510,0;Spain
541491;SPACEBOY TV DINNER TRAY;3;18.01.2011 14:04;4,95;12510,0;Spain
541491;CHILLI LIGHTS;4;18.01.2011 14:04;4,95;12510,0;Spain
541491;RED TOADSTOOL LED NIGHT LIGHT;12;18.01.2011 14:04;1,65;12510,0;Spain
541491;STRAWBERRY SHOPPER BAG;10;18.01.2011 14:04;1,25;12510,0;Spain
541491;FAWN BLUE HOT WATER BOTTLE;6;18.01.2011 14:04;2,95;12510,0;Spain
541491;WATERING CAN PINK BUNNY;6;18.01.2011 14:04;1,95;12510,0;Spain
541491;RED FLORAL FELTCRAFT SHOULDER BAG;4;18.01.2011 14:04;3,75;12510,0;Spain
541491;GREY FLORAL FELTCRAFT SHOULDER BAG;4;18.01.2011 14:04;3,75;12510,0;Spain
541491;RED PAPER PARASOL;6;18.01.2011 14:04;2,95;12510,0;Spain
541491;BLUE PAPER PARASOL;6;18.01.2011 14:04;2,95;12510,0;Spain
